ID Year Sex Age Mass BL TL Phi RhoZ FitnessTot
CN12-005 2012 Female A 35.2475756753726 0.117 54.5 0 0 0
CN12-006 2012 Male A 45.7112264497707 0.121 56 0 0 0
CN12-007 2012 Female A 35.1112631393833 0.110666666666667 48 0 0 0
CN12-008 2012 Male A 40.067769984676 0.115 58 0 0 0
CN12-009 2012 Female A 31.7112264497707 0.1115 54.5 0 0 0
CN12-010 2012 Male A 45.7954746063835 0.119 58 0 0 0
CN12-011 2012 Male A 41.7954746063835 0.119 59 0 0 0
CN12-012 2012 Male A 36.7954746063835 0.115 59 0 0 0
CN12-013 2012 Male A 45.103840690924 0.1195 60 0 0 0
CN12-014 2012 Male A 39.2493673923276 0.115833333333333 57.5 1 7 8
CN12-014 2013 Male A 38.4060191355291 0.12025 59 0 0 0
CN12-015 2012 Female A 39.1182114823087 0.116 54 1 0 1
CN12-015 2013 Female A 43.3980281062492 0.119 53 0 0 0
CN12-016 2012 Male A 46.0872262509117 0.11875 62.25 0 0 0
CN12-017 2012 Female J 20 0.09 43 0 0 0
CN12-018 2012 Male A 44.3410216959837 0.1185 57.5 0 0 0
CN12-019 2013 Female A 32.4858284456262 0.112285714285714 48.1428571428571 0 0 0
CN12-019 2012 Female J 25.6666666666667 0.0996666666666667 45.6666666666667 1 4 5
CN12-020 2012 Male A 45.3546829148655 0.121 60 0 0 0
CN12-021 2013 Male A 39.0096317981707 0.115 49.6666666666667 0 0 0
CN12-021 2012 Male J 24.6666666666667 0.0976666666666667 44.3333333333333 1 6 7
CN12-022 2012 Male A 41.3410216959837 0.122 58.5 0 0 0
CN12-024 2012 Male A 36.3546829148655 0.114 59 0 0 0
CN12-025 2012 Female J 33 0.10375 49.25 0 0 0
CN12-026 2012 Male J 30.3333333333333 0.106666666666667 50.6666666666667 1 3 4
CN12-026 2013 Male A 41.2306064567409 0.11775 55.5 0 0 0
CN12-027 2012 Male J 27 0.098 52 0 0 0
CN12-028 2012 Female J 28.75 0.0995 46 0 0 0
CN12-029 2013 Female A 34.7355123044115 0.11175 47 0 0 0
CN12-029 2012 Female J 25.3333333333333 0.100333333333333 44.3333333333333 1 2 3
CN12-030 2012 Female A 38.62362566843 0.112 59 0 0 0
CN12-031 2013 Male A 39.7693511525888 0.117 55.4 0 0 0
CN12-031 2012 Male J 29 0.102333333333333 52.3333333333333 1 0 1
CN12-032 2012 Female J 24.25 0.0965 45.25 1 5 6
CN12-032 2013 Female A 36.2081899250679 0.112222222222222 52.2222222222222 0 0 0
CN12-033 2012 Female J 29 0.0995 47.75 1 4 5
CN12-033 2014 Female A 39.9443920076301 0.116666666666667 51.6666666666667 0 0 0
CN12-033 2013 Female A 38.494708789013 0.1138 48.6 1 2 3
CN12-034 2012 Female J 27.3333333333333 0.0986666666666667 48 0 0 0
CN12-035 2012 Female A 32.8492611313042 0.111 56 1 6 7
CN12-035 2013 Female A 36.8341731120806 0.117 56.5 0 0 0
CN12-037 2012 Male J 30.5 0.1015 49.5 0 0 0
CN12-038 2012 Female J 23 0.093 42 0 0 0
CN12-039 2012 Female J 34 0.097 50 0 0 0
CN12-040 2012 Male A 40.7185664900725 0.1185 55.5 0 0 0
CN12-041 2013 Male A 37.1961661426909 0.114 53 0 0 0
CN12-041 2012 Male J 25 0.099 45 1 0 1
CN12-042 2012 Male J 26 0.102 47 0 0 0
CN12-043 2012 Male J 29 0.103 49 0 0 0
CN12-044 2012 Female J 24.3333333333333 0.09825 47.5 1 6 7
CN12-044 2013 Female A 36.160329897785 0.117461538461538 52.7692307692308 0 0 0
CN12-045 2014 Female A 39.5460309089063 0.121461538461538 58.6923076923077 0 0 0
CN12-045 2013 Female A 34.9463355531669 0.115538461538462 54.0769230769231 1 5 6
CN12-045 2012 Female J 23.25 0.09675 45 1 0 1
CN12-047 2013 Female A 36.7155181866617 0.1146 53.8 0 0 0
CN12-047 2012 Female J 30 0.097 48 1 2 3
CN12-048 2012 Female J 29.5 0.103 47.5 0 0 0
CN12-049 2012 Male J 34 0.103 51 0 0 0
CN12-050 2012 Female J 22 0.093 48 0 0 0
CN12-051 2013 Male A 34.6067797572614 0.118 51 0 0 0
CN12-051 2012 Male J 28.5 0.105 49 1 2 3
CN12-053 2013 Female A 35.4865301752391 0.114333333333333 53.6666666666667 0 0 0
CN12-053 2012 Female J 29 0.101 49 1 7 8
CN12-054 2012 Female J 20 0.085 42 0 0 0
CN12-055 2012 Male J 28 0.094 46 0 0 0
CN12-056 2014 Male A 45.4631978010963 0.122 56.5 0 0 0
CN12-056 2013 Male A 46.9980342948997 0.116666666666667 52 1 0 1
CN12-056 2012 Male J 33 0.094 47 1 2 3
CN12-057 2013 Male A 40.1307526849554 0.117 51.5 0 0 0
CN12-057 2012 Male J 33 0.098 47 1 2 3
CN12-058 2012 Male A 44.5257964615366 0.119 52 0 0 0
CN12-059 2012 Female J 31 0.106 46 0 0 0
CN12-060 2012 Female J 19 0.093 37 0 0 0
CN12-062 2012 Female J 24 0.09 44 0 0 0
CN12-063 2012 Male J 35 0.104 55 0 0 0
CN13-001 2013 Male A 39.5497912278284 0.114285714285714 51.2857142857143 0 0 0
CN13-002 2013 Female A 35.6361764695558 0.115285714285714 51 1 4 5
CN13-002 2014 Female A 41.756071611697 0.122 55.4 0 0 0
CN13-004 2013 Female A 33.1696530645543 0.112 49 0 0 0
CN13-005 2013 Female A 41.2227291434124 0.113833333333333 49.3333333333333 1 1 2
CN13-005 2014 Female A 43.0412190058461 0.119 53 0 0 0
CN13-008 2013 Male A 43.124259497951 0.12 56 0 0 0
CN13-009 2013 Male J 21 0.088 33 0 0 0
CN13-010 2013 Male J 19 0.09 42 0 0 0
CN13-012 2013 Male A 40.4002206604901 0.1175 54.5 0 0 0
CN13-015 2013 Female A 41.4613953259028 0.115 55.4 1 2 3
CN13-015 2014 Female A 43.3452116261925 0.119 58 0 0 0
CN13-016 2013 Female A 33.3230911376022 0.109666666666667 46.6666666666667 1 4 5
CN13-016 2014 Female A 35.2032591741355 0.11425 49.25 1 3 4
CN13-016 2015 Female A 33.5732100201047 0.126 54 0 0 0
CN13-017 2013 Male A 41.6369666367473 0.1196 49.2 0 0 0
CN13-018 2013 Male A 46.7964284943839 0.1155 52.5 0 0 0
CN13-019 2013 Male A 42.531274193009 0.1204 57.2 0 0 0
CN13-020 2013 Female J 30 0.105666666666667 47.3333333333333 1 1 2
CN13-020 2014 Female A 35.9436727419496 0.118 55 0 0 0
CN13-022 2013 Female A 43.805940828128 0.1115 46.5 0 0 0
CN13-024 2013 Male J 21 0.099 41 0 0 0
CN13-025 2013 Male J 17.5 0.0845 36.5 0 0 0
CN13-027 2013 Male A 45.1936615637189 0.115 56 0 0 0
CN13-028 2013 Female A 36.1936615637189 0.112 46 0 0 0
CN13-030 2013 Female A 37.401232796714 0.117 51 0 0 0
CN13-032 2013 Male J 27.5 0.099 45 0 0 0
CN13-033 2013 Male A 47.1877787731073 0.123 61 0 0 0
CN13-034 2013 Female J 17 0.092 30 0 0 0
CN13-035 2013 Female J 31 0.106333333333333 48 1 1 2
CN13-035 2014 Female A 34.8843240966445 0.113 54 0 0 0
CN13-036 2013 Male J 29.3333333333333 0.105333333333333 50 1 0 1
CN13-036 2014 Male A 48.2956660300737 0.121 61 0 0 0
CN13-037 2013 Male J 22.5 0.093 42 0 0 0
CN13-038 2013 Male A 42.6294592184607 0.117428571428571 53.5714285714286 0 0 0
CN13-039 2013 Female J 12 0.075 32 0 0 0
CN13-040 2013 Female J 33.5 0.10225 43 0 0 0
CN13-041 2014 Male A 34.0202649046 0.1125 47.5 0 0 0
CN13-041 2013 Male J 29.5 0.102 44.5 1 1 2
CN13-042 2013 Male J 33.25 0.1115 50.5 0 0 0
CN13-044 2014 Female A 40.3148488494351 0.1165 55.5 0 0 0
CN13-044 2013 Female J 36.5 0.103 48 1 3 4
CN13-045 2013 Female J 26 0.0993333333333333 41.6666666666667 1 3 4
CN13-045 2014 Female A 36.2476825076273 0.11525 49.3333333333333 0 0 0
CN13-046 2013 Female A 37.3934205723444 0.11 50 0 0 0
CN13-048 2013 Female J 32.5 0.106 44.5 1 4 5
CN13-048 2014 Female A 38.4691561892537 0.114333333333333 53 0 0 0
CN13-049 2013 Male J 27.6666666666667 0.1 45.6666666666667 1 1 2
CN13-049 2014 Male A 39.0276689996757 0.119333333333333 12 0 0 0
CN13-051 2013 Male J 29 0.102666666666667 45 1 5 6
CN13-051 2014 Male A 38.787219626831 0.122 58.5 0 0 0
CN13-052 2013 Male J 22 0.094 41 0 0 0
CN13-053 2013 Female J 16 0.091 42 0 0 0
CN13-054 2013 Female J 29.5 0.10425 43 0 0 0
CN13-055 2013 Female A 35.2899811260294 0.113 47 0 0 0
CN13-057 2014 Female A 33.8257344806246 0.113666666666667 48.6666666666667 0 0 0
CN13-057 2013 Female J 25.5 0.0995 46 1 4 5
CN13-058 2013 Male J 24.25 0.09575 42.25 0 0 0
CN13-059 2013 Male J 27 0.0994 45.4 0 0 0
CN13-060 2013 Female J 26 0.1005 24.75 0 0 0
CN13-061 2014 Male A 37.2450552028165 0.12 59 0 0 0
CN13-061 2013 Male J 24.75 0.0965 42 1 0 1
CN13-062 2013 Male J 26.3333333333333 0.097 45 0 0 0
CN13-063 2013 Female J 23 0.0955 39 1 1 2
CN13-063 2014 Female A 40.3338554112257 0.1155 52.5 0 0 0
CN13-065 2015 Female A 43.6400827936236 0.125 60.5 0 0 0
CN13-065 2014 Female A 35.7784175258413 0.115125 54.375 1 0 1
CN13-065 2013 Female J 22.75 0.09625 44.75 1 3 4
CN13-066 2014 Female A 41.7671691422373 0.11625 56.5 0 0 0
CN13-066 2013 Female J 31 0.10425 47 1 4 5
CN13-067 2013 Male J 26.6666666666667 0.0973333333333333 43.6666666666667 0 0 0
CN13-068 2013 Male J 34 0.101 48 0 0 0
CN13-069 2013 Male J 36 0.112 49 0 0 0
CN13-070 2013 Male J 36.5 0.1115 52 0 0 0
CN13-071 2013 Male J 26.5 0.0995 43.5 0 0 0
CN13-073 2013 Female J 25 0.095 43 0 0 0
CN13-074 2013 Female J 25.5 0.099 41.5 1 2 3
CN13-074 2014 Female A 34.7606985585367 0.11575 45.25 0 0 0
CN13-075 2014 Male A 43.2787732235883 0.116 56 0 0 0
CN13-075 2013 Male J 32.3333333333333 0.103333333333333 44.6666666666667 1 6 7
CN13-076 2013 Female J 25 0.097 43 0 0 0
CN13-077 2013 Male J 29.5 0.1 44.5 0 0 0
CN13-078 2013 Male J 25 0.09 45 0 0 0
CN13-080 2014 Female A 38.9938275693704 0.112666666666667 46.6666666666667 1 1 2
CN13-080 2015 Female A 45.2218613026605 0.118 53 0 0 0
CN13-080 2013 Female J 28 0.095 38 1 2 3
CN13-081 2013 Male J 20 0.097 36 0 0 0
CN13-082 2013 Male J 25 0.0935 43.5 1 4 5
CN13-082 2014 Male A 40.7731010109294 0.116 54 0 0 0
CN13-083 2013 Female J 21.5 0.0885 36.5 1 2 3
CN13-083 2014 Female A 38.0910977299424 0.117 52 0 0 0
CN13-084 2013 Male J 22.75 0.092 40.75 0 0 0
CN13-085 2013 Male J 21 0.0935 39.5 0 0 0
CN13-086 2014 Female A 35.6259708726919 0.115666666666667 51.3333333333333 0 0 0
CN13-086 2013 Female J 22.5 0.0895 38.5 1 0 1
CN13-087 2014 Female A 31.2450552028165 0.122 58 0 0 0
CN13-087 2013 Female J 27 0.1045 47.5 1 0 1
CN13-088 2013 Male J 26 0.102666666666667 48.3333333333333 0 0 0
CN13-089 2013 Female J 27 0.104 42 1 0 1
CN13-089 2014 Female A 37.267623875357 0.1165 49.75 0 0 0
CN13-090 2013 Female J 23.25 0.0995 46 0 0 0
CN13-091 2013 Male J 29 0.098 46 0 0 0
CN13-092 2013 Male J 32.5 0.109 49 0 0 0
CN13-093 2013 Male J 29 0.10125 46.25 0 0 0
CN13-097 2013 Male J 25 0.1005 45 0 0 0
CN13-098 2013 Female J 25.5 0.104 47 1 5 6
CN13-098 2015 Female A 40.7147223514542 0.122166666666667 55.8333333333333 0 0 0
CN13-098 2014 Female A 38.0410012481666 0.114888888888889 50.5555555555556 1 2 3
CN13-100 2013 Female J 26 0.095 45.5 0 0 0
CN13-101 2013 Male J 28.5 0.099 48 0 0 0
CN13-102 2013 Female J 23 0.097 44 0 0 0
CN13-104 2013 Female J 11 0.075 26 0 0 0
CN13-105 2013 Male J 20 0.085 35 0 0 0
CN13-106 2014 Male A 42.1291574863698 0.123833333333333 55.3333333333333 0 0 0
CN13-106 2013 Male J 25.5 0.0995 45 1 8 9
CN13-109RM 2013 Male J 28 0.106 54 0 0 0
CN13-110 2014 Male A 41.1779281291963 0.1244 56.4 0 0 0
CN13-110 2013 Male J 30 0.101 53 1 4 5
CN13-111 2013 Female J 26 0.096 44 1 1 2
CN13-111 2015 Female A 35.4372513096339 0.132 59.5 0 0 0
CN13-111 2014 Female A 41.3120655716543 0.1204 51.8 1 1 2
CN13-112 2014 Female A 34.286431086786 0.1147 46.9 0 0 0
CN13-112 2013 Female J 16 0.084 35 1 5 6
CN13-113 2013 Male J 26 0.0985 45.5 0 0 0
CN13-114 2013 Female J NA NA NA 1 3 4
CN13-114 2014 Female A 38.9476109038108 0.117 50.375 0 0 0
CN13-115 2013 Female J 29 0.104 43 0 0 0
CN13-116 2014 Female A 29.2687549964083 0.111 54.5 0 0 0
CN13-116 2013 Female J 22 0.097 40 1 3 4
CN13-117 2013 Male J 30 0.096 47 0 0 0
CN13-118 2014 Female A 33.2587367692284 0.109 56 0 0 0
CN13-118 2013 Female J 25 0.098 47 1 1 2
CN13-119 2013 Female J 28 0.098 51 1 5 6
CN13-119 2014 Female A 36.8175803075214 0.114 55 0 0 0
CN13-121 2013 Male J 29 0.111 45 0 0 0
CN14-002 2014 Female A 37.8373828088758 0.11 45 0 0 0
CN14-003 2014 Female A 38.9692034628331 0.121333333333333 53.3333333333333 1 1 2
CN14-003 2015 Female A 54.6417392386406 0.13 58 0 0 0
CN14-004 2014 Female A 41.556071611697 0.1196 56.4 0 0 0
CN14-009 2014 Male J 27.75 0.105 44.75 0 0 0
CN14-010 2014 Male J 25 0.098 41 0 0 0
CN14-011 2014 Male A 38.0417844748635 0.116 55 0 0 0
CN14-012 2014 Male J 29 0.0915 41 0 0 0
CN14-013 2014 Male J 12 0.068 31 0 0 0
CN14-014 2014 Male J 16.5 0.083 40 0 0 0
CN14-015 2014 Female J 25.3333333333333 0.0956666666666667 43.3333333333333 0 0 0
CN14-016 2014 Male J 23 0.098 45.5 0 0 0
CN14-019 2014 Female J 22 0.093 42 0 0 0
CN14-021 2015 Female A 38.2218613026605 0.119 54 0 0 0
CN14-021 2014 Female A 41.2327633806272 0.112 50 1 1 2
CN14-023 2014 Male J 35 0.111333333333333 51.3333333333333 0 0 0
CN14-024 2015 Female A 30.5732100201047 0.119 54 0 0 0
CN14-024 2014 Female J 26.4285714285714 0.103 44.4285714285714 1 2 3
CN14-025 2014 Male J 27 0.102 44 0 0 0
CN14-026 2014 Male J 29 0.101 48 0 0 0
CN14-027 2014 Male J 29.5 0.1015 43 0 0 0
CN14-028 2014 Female A 37.5181230011425 0.1175 53.25 1 3 4
CN14-028 2015 Female A 39.6780884642424 0.127 61 0 0 0
CN14-029 2014 Male A 40.2327633806272 0.122 54 0 0 0
CN14-030 2014 Female A 34.2327633806272 0.12 50 0 0 0
CN14-031 2014 Male A 36.2450552028165 0.117 46 0 0 0
CN14-032 2015 Female A 36.1353527382003 0.12 53.75 0 0 0
CN14-032 2014 Female J 27 0.104 43.25 1 1 2
CN14-033 2014 Male A 43.0078241002413 0.119333333333333 56 0 0 0
CN14-034 2016 Male A 41.9673931454672 0.128 62 0 0 0
CN14-034 2014 Male J 32 0.1065 47.5 1 3 4
CN14-034 2015 Male A 42.1936130965427 0.11925 57.75 1 1 2
CN14-035 2014 Male J 14 0.08 30 0 0 0
CN14-036 2014 Male J 28 0.098 46 0 0 0
CN14-037 2014 Male J 24.5 0.0985 47 0 0 0
CN14-038 2014 Female J 25 0.095 49 0 0 0
CN14-039 2014 Male J NA NA NA 0 0 0
CN14-041 2014 Female J 28.5 0.1025 46.5 0 0 0
CN14-043 2014 Female J 24.8 0.0956 42.6 0 0 0
CN14-045 2014 Male A 33.2587367692284 0.106 50 0 0 0
CN14-046 2014 Female J 28.25 0.10225 45.5 0 0 0
CN14-047 2014 Male J 29.25 0.1025 43.25 0 0 0
CN14-048 2014 Male J 14 0.098 40 0 0 0
CN14-049 2014 Female J 20.3333333333333 0.0893333333333333 39.3333333333333 0 0 0
CN14-050 2014 Female J 31.75 0.11 49.25 0 0 0
CN14-052 2014 Female J 26 0.098 46 0 0 0
CN14-053 2014 Female J 25.5 0.0965 47 0 0 0
CN14-054 2014 Female J 25 0.101 43 0 0 0
CN14-055 2014 Female J 29.5 0.0965 40.5 1 1 2
CN14-055 2015 Female A 38.0442377158434 0.116666666666667 53.6666666666667 0 0 0
CN14-056 2014 Female J 31.5 0.109 40.5 1 4 5
CN14-056 2015 Female A 39.2936981141776 0.121 52.8333333333333 1 0 1
CN14-056 2016 Female A 41.432541601995 0.125 53 0 0 0
CN14-057 2014 Male J 32.5 0.107 47.5 0 0 0
CN14-058 2014 Female J 34 0.106 48 0 0 0
CN14-059 2014 Female J 23 0.1 42 0 0 0
CN14-060 2014 Male J 19.5 0.091 36 0 0 0
CN14-061 2014 Female J 24 0.096 41 1 3 4
CN14-061 2015 Female A 35.7590287957813 0.1195 52 0 0 0
CN14-062 2014 Male J 34 0.109 48 0 0 0
CN14-063 2014 Male J 28 0.0995 47.5 0 0 0
CN14-064 2014 Male J 28 0.108 48 0 0 0
CN14-065 2014 Female J 30 0.099 40 0 0 0
CN14-066 2014 Male J 18 0.085 37 0 0 0
CN14-067 2014 Male J 22 0.103 45 0 0 0
CN14-068 2014 Male J 18 0.083 38 0 0 0
CN14-069 2015 Female A 35.6780884642424 0.117 51 0 0 0
CN14-069 2014 Female J 23 0.089 37 1 0 1
CN14-070 2014 Female J 24 0.09 38 0 0 0
CN14-071 2014 Male J 28 0.108 44 0 0 0
CN14-072 2014 Male J 31 0.098 52 0 0 0
CN14-073 2014 Male J 22.5 0.0935 42 0 0 0
CN14-074 2014 Female J 28.75 0.10775 44.25 1 5 6
CN14-074 2015 Female A 38.9223125203408 0.1215 56.25 0 0 0
CN14-075 2014 Female A 32.8664056186344 0.116 54.5 0 0 0
CN14-076 2014 Male J 23 0.095 44 0 0 0
CN14-077 2014 Male J 31.3333333333333 0.104 45.5 1 1 2
CN14-077 2015 Male A 43.7341247871619 0.12225 55 0 0 0
CN14-078 2014 Female J 30 0.103 46 0 0 0
CN14-079 2015 Female A 38.6780884642424 0.121 56 0 0 0
CN14-079 2014 Female J 26 0.097 47 1 0 1
CN14-080 2015 Female A 41.5732100201047 0.122 56 0 0 0
CN14-080 2014 Female J 30.5 0.11 45.5 1 1 2
CN14-081 2014 Male J 27.75 0.104 45 0 0 0
CN14-082 2015 Female A 33.6400827936236 0.119 54.3333333333333 0 0 0
CN14-082 2014 Female J 22.5 0.0925 41 1 1 2
CN14-084 2014 Female J 23 0.092 49 1 2 3
CN14-084 2015 Female A 28.2587367692284 0.113 53 0 0 0
CN14-085 2014 Male J 33 0.113 47.5 0 0 0
CN14-086 2014 Female J 29 0.1045 42.5 0 0 0
CN14-087 2015 Female A 39.3590006640499 0.116 56 0 0 0
CN14-087 2014 Female J 31.5 0.106 46.5 1 2 3
CN14-088 2015 Female A 34.4159733946666 0.1175 57 1 3 4
CN14-088 2016 Female A 37.7624531173021 0.123 60 0 0 0
CN14-088 2014 Female J 29.5 0.1025 44.5 1 1 2
CN14-089 2015 Female A 34.6067797572614 0.12 51 0 0 0
CN14-089 2014 Female J 27.25 0.102333333333333 40.3333333333333 1 0 1
CN14-090 2015 Female A 30.4231919605473 0.11625 51.5 0 0 0
CN14-090 2014 Female J 26 0.0966666666666667 41 1 1 2
CN14-091 2014 Female J 30 0.102 47.5 0 0 0
CN14-092 2014 Female J 27.6666666666667 0.100333333333333 42.6666666666667 0 0 0
CN14-093 2014 Female J 29 0.097 43 0 0 0
CN14-094 2015 Female A 38.9070141122958 0.118666666666667 NA 1 3 4
CN14-094 2016 Female A 35.9673931454672 0.121 57 0 0 0
CN14-094 2014 Female J 25.5 0.0955 42 1 2 3
CN14-096 2014 Male J 29.5 0.097 48 0 0 0
CN14-097 2014 Female J 33 0.103 45.5 0 0 0
CN14-098 2014 Male A 40.141185169889 0.119666666666667 53 0 0 0
CN14-099 2014 Female J 26 0.103 44 1 0 1
CN14-099 2015 Female A 38.2327633806272 0.121 61 0 0 0
CN14-100 2014 Male J 26.5 0.09 41 0 0 0
CN14-101 2014 Male J 21 0.102 46 1 2 3
CN14-101 2015 Male A 41.0654135150476 0.125333333333333 NA 1 0 1
CN14-101 2016 Male A 44.7959149165517 0.1275 63.5 0 0 0
CN14-102 2014 Male J 18 0.083 35 0 0 0
CN14-103 2015 Female A 31.5732100201047 0.115 NA 0 0 0
CN14-103 2014 Female J 30 0.102 43 1 0 1
CN14-104 2015 Female A 37.0136230991585 0.118 NA 0 0 0
CN14-104 2014 Female J 26.5 0.099 40 1 3 4
CN14-107 2015 Female A 32.4259174800389 0.119 NA 0 0 0
CN14-107 2014 Female J 21 0.099 40 1 3 4
CN14-108 2014 Male J 24 0.094 41 0 0 0
CN14-110 2014 Male A 45.9223998059445 0.125 57 0 0 0
CN15-001 2015 Male A 42.6780884642424 0.124 57 0 0 0
CN15-002 2015 Female A 43.4499748834515 0.1145 55 0 0 0
CN15-003 2015 Female A 35.592089373275 0.118 48 1 3 4
CN15-003 2016 Female A 38.9673931454672 0.119 48 0 0 0
CN15-004 2015 Female A 45.6780884642424 0.122 54 0 0 0
CN15-005 2015 Female A 36.9301541478186 0.1158 56.4 0 0 0
CN15-006 2015 Female A 34.769575708942 0.11 59 0 0 0
CN15-007 2015 Female A 35.4372513096339 0.1225 56 0 0 0
CN15-008 2015 Female A 33.1526544510923 0.115 56 0 0 0
CN15-009 2015 Male A 35.6757859197974 0.1185 57.75 0 0 0
CN15-010 2015 Male A 42.6417392386406 0.129 62 0 0 0
CN15-012 2015 Female A 33.7035239097687 0.115333333333333 54 0 0 0
CN15-013 2015 Male A 35.6067797572614 0.122 56 0 0 0
CN15-014 2015 Female A 39.9560285759515 0.115 57.6666666666667 0 0 0
CN15-016 2015 Female A 46.6067797572614 0.121 61 0 0 0
CN15-017 2015 Male J 16 0.085 36 0 0 0
CN15-019 2015 Female A 50.5732100201047 0.118 56 1 0 1
CN15-019 2016 Female A 32.7624531173021 0.127 62 0 0 0
CN15-020 2015 Male A 39.5732100201047 0.121 59 0 0 0
CN15-022 2015 Male J 12 0.075 34 0 0 0
CN15-023 2015 Male A 46.9159733946666 0.126 55.5 0 0 0
CN15-024 2015 Female A 36.9159733946666 0.1145 59 0 0 0
CN15-025 2015 Female J 19 0.09 42 0 0 0
CN15-026 2015 Male J 27.5 0.101 47.5 0 0 0
CN15-027 2015 Male J 20 0.096 43 0 0 0
CN15-028 2015 Male A 37.5732100201047 0.118 54 0 0 0
CN15-029 2015 Male J 27 0.1 50 0 0 0
CN15-030 2015 Male J 26.5 0.102 55 0 0 0
CN15-032 2015 Female J 17 0.091 42 0 0 0
CN15-033 2015 Male A 43.5490898277913 0.1255 57.5 0 0 0
CN15-034 2015 Male J 22 0.095 47 0 0 0
CN15-035 2015 Male J 27 0.099 52 0 0 0
CN15-036 2015 Female A 35.9665572380535 0.120333333333333 50.6666666666667 0 0 0
CN15-037 2015 Male J 22 0.102 49 0 0 0
CN15-038 2015 Female J 22 0.098 48 0 0 0
CN15-039 2015 Female J 19 0.089 40 0 0 0
CN15-040 2015 Female A 32.2327633806272 0.118 58 0 0 0
CN15-041 2015 Female J 26.5 0.104 48.5 0 0 0
CN15-042 2016 Male A 48.9673931454672 0.124 61 0 0 0
CN15-042 2015 Male J 26 0.1 51 1 3 4
CN15-043 2015 Male J 15 0.085 42 0 0 0
CN15-044 2015 Male J 16 0.084 43 0 0 0
CN15-045 2015 Male J 26 0.101 51 0 0 0
CN15-046 2015 Female J 27 0.094 44 0 0 0
CN15-047 2015 Male J 28 0.104 48 0 0 0
CN15-048 2015 Female J 15 0.085 41 0 0 0
CN15-049 2015 Male A 31.2327633806272 0.114 56 0 0 0
CN15-050 2015 Female A 32.0891765344326 0.115 52 0 0 0
CN15-051 2015 Female J 18 NA 48 0 0 0
CN15-052 2015 Female J 16 0.086 39 0 0 0
CN15-053 2015 Male A 37.7389092917219 0.118 57 0 0 0
CN15-054 2015 Female J 27 0.10575 48.5 0 0 0
CN15-055 2015 Female J 17 0.096 44 0 0 0
CN15-056 2015 Female J 25 0.103 45.6666666666667 0 0 0
CN15-057 2015 Female J 18 NA 51 0 0 0
CN15-058 2015 Female J 11 NA 36 0 0 0
CN15-059 2015 Male J 20 NA 55 0 0 0
CN15-060 2015 Male J 21 0.094 46 0 0 0
CN15-061 2015 Male J 30 0.1088 49.2 0 0 0
CN15-062 2016 Male A 35.9069562662538 0.1192 54.6 0 0 0
CN15-062 2015 Male J 26.25 0.10325 44 1 1 2
CN15-063 2015 Female J 15 0.079 38 0 0 0
CN15-064 2015 Male J 23 0.092 41 0 0 0
CN15-065 2015 Male J 22 0.095 46 0 0 0
CN15-066 2015 Male A 41.2587367692284 0.121 62 0 0 0
CN15-067 2015 Male J 27 0.096 49 0 0 0
CN15-068 2015 Female J 25.3333333333333 0.0993333333333333 45.6666666666667 1 4 5
CN15-068 2016 Female A 32.3868534770925 0.116125 52.125 0 0 0
CN15-069 2015 Male A 38.919305934485 0.118666666666667 61 1 4 5
CN15-069 2016 Male A 42.3642282592733 0.124 61.25 0 0 0
CN15-070 2015 Male J 24 0.098 49 0 0 0
CN15-071 2015 Female J 28 0.101 49.5 0 0 0
CN15-072 2015 Female J 23 0.1 44 0 0 0
CN15-073 2016 Female A 33.8884175722795 0.1155 52.25 0 0 0
CN15-073 2015 Female J 21 0.1 43 1 1 2
CN15-074 2015 Female J 23 0.095 43 0 0 0
CN15-075 2015 Male J 22 0.1 46 0 0 0
CN15-076 2015 Female J 25.5 0.099 47 0 0 0
CN15-077 2015 Female J 22 0.099 41 0 0 0
CN15-078 2015 Male J 29 0.108 50 0 0 0
CN15-079 2015 Female A 38.876318352922 0.117 56 0 0 0
CN15-080 2015 Female J 23 0.098 47 0 0 0
CN15-081 2016 Female A 36.4455094038449 0.115666666666667 50.3333333333333 0 0 0
CN15-081 2015 Female J 25.5 0.099 41.5 1 1 2
CN15-082 2015 Male J 34 0.112 51 1 4 5
CN15-082 2016 Male A 34.7624531173021 0.124 58 0 0 0
CN15-083 2016 Female A 33.6011560996483 0.114333333333333 55.6666666666667 0 0 0
CN15-083 2015 Female J 29 0.109 52 1 3 4
CN15-084 2015 Female J 30 0.109 42 1 0 1
CN15-084 2016 Female A 31.432541601995 0.1135 48.5 0 0 0
CN15-085 2015 Male J 26.6666666666667 0.104333333333333 44 0 0 0
CN15-086 2015 Female J 27 0.103 43 1 4 5
CN15-086 2016 Female A 32.5239138349982 0.1134 51.4 0 0 0
CN15-087 2015 Male J 28 0.11 53 0 0 0
CN15-088 2015 Male J 29.25 0.105 49 1 2 3
CN15-088 2016 Male A 40.1631732972087 0.119666666666667 59 0 0 0
CN15-090 2015 Female J 23 0.103 44 0 0 0
CN15-091 2015 Female J 24.5 0.1035 46.5 1 1 2
CN15-091 2016 Female A 32.5320435858493 0.117 53.3333333333333 0 0 0
CN15-094 2015 Male J 32 0.112 49 0 0 0
CN15-097 2015 Female J 27 0.105 45 1 0 1
CN15-097 2016 Female J 34 0.115 50 0 0 0
CN16-002 2016 Female A 38.2951279133859 0.125 53 0 0 0
